기준연도,학교종류,설립구분,지역,상태,대학원명,입학정원(A),지원자,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,입학자,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
2024.0,특수대학원,사립,충남,기존,선문대학교 미래융합대학원 ,124.0,286,27,37,120,102,186,26,30,66,64
2024.0,특수대학원,사립,경기,기존,성결대학교 교육대학원 ,40.0,43,3,40,0,0,26,2,24,0,0
2024.0,특수대학원,사립,경기,기존,성결대학교 사회복지대학원 ,30.0,29,11,18,0,0,24,9,15,0,0
2024.0,특수대학원,사립,경기,기존,성결대학교 신학대학원 ,90.0,59,41,18,0,0,44,33,11,0,0
2024.0,일반대학원,사립,경기,기존,성결대학교 일반대학원 ,27.0,103,12,18,43,30,55,9,15,12,19
2024.0,특수대학원,사립,경기,기존,성결대학교 프라임(Prime) 대학원 ,45.0,36,7,29,0,0,30,6,24,0,0
2024.0,특수대학원,사립,서울,기존,성공회대학교 교육대학원 ,40.0,22,5,17,0,0,18,5,13,0,0
2024.0,일반대학원,사립,서울,기존,성공회대학교 대학원 ,58.0,49,17,19,4,9,32,14,13,2,3
2024.0,특수대학원,사립,서울,기존,성공회대학교 문화대학원 ,19.0,14,6,8,0,0,10,5,5,0,0
2024.0,특수대학원,사립,서울,폐교,성공회대학교 사회적경제대학원 ,25.0,10,4,6,0,0,5,2,3,0,0
2024.0,특수대학원,사립,서울,기존,성공회대학교 시민사회복지대학원 ,31.0,28,7,21,0,0,18,5,13,0,0
2024.0,특수대학원,사립,서울,기존,성공회대학교 시민평화대학원 ,36.0,15,1,14,0,0,12,0,12,0,0
2024.0,특수대학원,사립,서울,기존,성공회대학교 신학대학원 ,20.0,21,13,8,0,0,17,10,7,0,0
2024.0,전문대학원,사립,서울,기존,성균관대학교 경영(전문)대학원 ,290.0,597,274,175,76,72,384,165,107,64,48
2024.0,특수대학원,사립,서울,기존,성균관대학교 경영대학원(iMBA) ,200.0,370,261,100,8,1,201,138,56,7,0
2024.0,특수대학원,사립,서울,기존,성균관대학교 교육대학원 ,82.0,176,56,120,0,0,76,30,46,0,0
2024.0,특수대학원,사립,서울,기존,성균관대학교 국가전략대학원 ,25.0,39,24,12,3,0,26,17,6,3,0
2024.0,전문대학원,사립,서울,기존,성균관대학교 국정전문대학원 ,69.0,95,50,41,1,3,63,29,30,1,3
2024.0,특수대학원,사립,서울,기존,성균관대학교 글로벌창업대학원 ,30.0,42,34,8,0,0,25,20,5,0,0
2024.0,전문대학원,사립,경기,기존,성균관대학교 기술경영전문대학원 ,49.0,138,101,37,0,0,47,35,12,0,0
2024.0,특수대학원,사립,서울,기존,성균관대학교 미디어문화융합대학원 ,70.0,157,46,111,0,0,76,24,52,0,0
2024.0,특수대학원,사립,서울,폐교,성균관대학교 번역・테솔(TESOL)대학원 ,20.0,29,7,22,0,0,19,5,14,0,0
2024.0,전문대학원,사립,서울,기존,성균관대학교 법학전문대학원 ,141.0,297,162,135,0,0,148,78,70,0,0
2024.0,특수대학원,사립,서울,기존,성균관대학교 사회복지대학원 ,70.0,107,27,80,0,0,59,17,42,0,0
2024.0,전문대학원,사립,경기,기존,성균관대학교 수자원전문대학원 ,18.0,7,6,1,0,0,6,5,1,0,0
2024.0,특수대학원,사립,서울,기존,성균관대학교 유학대학원 ,40.0,36,11,25,0,0,27,9,18,0,0
2024.0,일반대학원,사립,서울,기존,성균관대학교 일반대학원 ,2411.0,6246,2412,2060,487,1287,3213,1391,1041,297,484
2024.0,특수대학원,사립,경기,기존,성균관대학교 임상간호대학원 ,40.0,234,20,214,0,0,40,0,40,0,0
2024.0,특수대학원,사립,서울,기존,성균관대학교 정보통신대학원 ,75.0,409,251,156,0,2,70,39,29,0,2
2024.0,전문대학원,사립,서울,기존,성균관대학교 중국대학원 ,30.0,91,10,10,33,38,37,8,9,12,8
2024.0,특수대학원,사립,서울,폐교,성신여자대학교 AI세무・회계대학원 ,20.0,0,0,0,0,0,0,0,0,0,0
2024.0,특수대학원,사립,서울,기존,성신여자대학교 교육대학원 ,72.0,236,6,230,0,0,42,0,42,0,0
2024.0,일반대학원,사립,서울,기존,성신여자대학교 대학원 ,296.0,576,30,362,33,151,340,23,226,21,70
2024.0,특수대학원,사립,서울,기존,성신여자대학교 문화산업예술대학원 ,40.0,13,1,11,0,1,12,1,10,0,1
2024.0,특수대학원,사립,서울,기존,성신여자대학교 뷰티융합대학원 ,54.0,34,2,18,1,13,17,1,9,0,7
2024.0,특수대학원,사립,서울,기존,성신여자대학교 생애복지대학원 ,40.0,21,0,21,0,0,6,0,6,0,0
2024.0,특수대학원,사립,충북,기존,세명대학교 경영행정복지대학원 ,35.0,40,10,30,0,0,29,6,23,0,0
2024.0,일반대학원,사립,충북,기존,세명대학교 일반대학원 ,63.0,157,27,36,46,48,143,23,30,40,50
2024.0,특수대학원,사립,충북,기존,세명대학교 저널리즘대학원 ,30.0,37,15,22,0,0,26,10,16,0,0
2024.0,전문대학원,사립,서울,기존,세종대학교 경영전문대학원 ,65.0,163,55,15,24,69,106,45,9,5,47
2024.0,특수대학원,사립,서울,기존,세종대학교 공공정책대학원 ,65.0,63,16,45,1,1,56,14,42,0,0
2024.0,특수대학원,사립,서울,기존,세종대학교 관광대학원 ,100.0,104,45,59,0,0,74,33,41,0,0
2024.0,특수대학원,사립,서울,기존,세종대학교 교육대학원 ,80.0,144,39,105,0,0,79,24,55,0,0
2024.0,특수대학원,사립,서울,기존,세종대학교 산업대학원 ,120.0,128,104,24,0,0,108,81,19,7,1
2024.0,특수대학원,사립,서울,기존,세종대학교 융합예술대학원 ,100.0,102,19,82,1,0,53,9,44,0,0
2024.0,일반대학원,사립,서울,기존,세종대학교 일반대학원 ,716.0,3400,444,392,1076,1488,1518,332,249,399,538
2024.0,특수대학원,사립,서울,기존,세종사이버대학교 경영대학원 ,40.0,119,67,33,9,10,39,27,9,2,1
2024.0,특수대학원,사립,서울,기존,세종사이버대학교 정보보호대학원 ,48.0,100,74,19,5,2,43,33,8,1,1
2024.0,일반대학원,사립,전남,기존,세한대학교 일반대학원 ,50.0,353,21,15,152,165,318,2,0,151,165
2024.0,특수대학원,사립,광주,기존,송원대학교 휴먼산업대학원 ,50.0,72,30,37,5,0,53,20,28,5,0
2024.0,일반대학원,사립,경기,기존,수원가톨릭대학교 대학원 ,35.0,18,18,0,0,0,17,17,0,0,0
2024.0,특수대학원,사립,경기,기존,수원대학교 경영대학원 ,15.0,6,3,3,0,0,4,3,1,0,0
2024.0,특수대학원,사립,경기,기존,수원대학교 고용서비스대학원 ,25.0,28,20,8,0,0,25,19,6,0,0
2024.0,특수대학원,사립,경기,기존,수원대학교 공공정책대학원 ,35.0,41,13,28,0,0,34,12,22,0,0
2024.0,특수대학원,사립,경기,기존,수원대학교 공학대학원 ,50.0,58,48,8,1,1,45,39,5,1,0
2024.0,특수대학원,사립,경기,기존,수원대학교 교육대학원 ,120.0,214,42,172,0,0,58,14,44,0,0
2024.0,특수대학원,사립,경기,기존,수원대학교 글로벌창업대학원 ,20.0,16,11,5,0,0,11,8,3,0,0
2024.0,특수대학원,사립,경기,기존,수원대학교 문화예술대학원 ,8.0,6,3,2,0,1,6,3,2,0,1
2024.0,특수대학원,사립,경기,기존,수원대학교 미술대학원 ,31.0,15,5,10,0,0,11,5,6,0,0
2024.0,특수대학원,사립,경기,기존,수원대학교 사회복지대학원 ,30.0,29,7,22,0,0,23,7,16,0,0
2024.0,특수대학원,사립,경기,기존,수원대학교 스포츠과학대학원 ,15.0,14,12,2,0,0,14,12,2,0,0
2024.0,특수대학원,사립,경기,기존,수원대학교 음악대학원 ,30.0,29,9,20,0,0,21,7,14,0,0
2024.0,일반대학원,사립,경기,기존,수원대학교 일반대학원 ,129.0,141,53,62,17,9,120,45,54,14,7
2024.0,특수대학원,사립,경기,기존,수원대학교 호텔관광대학원 ,7.0,8,0,0,1,7,8,0,0,1,7
2024.0,특수대학원,사립,서울,기존,숙명여자대학교 TESOL・국제학대학원 ,50.0,39,3,29,0,7,25,2,18,0,5
2024.0,전문대학원,사립,서울,기존,숙명여자대학교 경영전문대학원 ,40.0,63,33,30,0,0,40,30,10,0,0
2024.0,특수대학원,사립,서울,기존,숙명여자대학교 교육대학원 ,200.0,634,22,612,0,0,196,8,188,0,0
2024.0,특수대학원,사립,서울,기존,숙명여자대학교 문화예술대학원 ,135.0,169,1,168,0,0,105,1,104,0,0
2024.0,특수대학원,사립,서울,기존,숙명여자대학교 심리치료대학원 ,66.0,185,2,183,0,0,61,0,61,0,0
2024.0,특수대학원,사립,서울,기존,숙명여자대학교 원격대학원 ,200.0,192,2,190,0,0,95,1,94,0,0
2024.0,특수대학원,사립,서울,기존,숙명여자대학교 음악치료대학원 ,42.0,127,7,120,0,0,42,2,40,0,0
2024.0,특수대학원,사립,서울,기존,숙명여자대학교 인적자원개발대학원 ,50.0,42,2,39,0,1,30,1,28,0,1
2024.0,일반대학원,사립,서울,기존,숙명여자대학교 일반대학원 ,532.0,913,0,733,0,180,478,0,409,0,69
2024.0,특수대학원,사립,서울,기존,숙명여자대학교 정책대학원 ,40.0,44,0,44,0,0,29,0,29,0,0
2024.0,특수대학원,사립,충남,기존,순천향대학교 건강과학대학원 ,32.0,47,5,42,0,0,34,3,31,0,0
2024.0,특수대학원,사립,충남,기존,순천향대학교 교육대학원 ,100.0,395,70,311,10,4,114,16,84,10,4
2024.0,일반대학원,사립,충남,기존,순천향대학교 대학원 ,259.0,343,148,121,34,40,302,128,96,33,45
2024.0,특수대학원,사립,충남,기존,순천향대학교 미래융합대학원 ,30.0,28,12,5,8,3,21,11,1,7,2
2024.0,특수대학원,사립,충남,기존,순천향대학교 법과학대학원 ,40.0,73,17,56,0,0,35,8,27,0,0
2024.0,특수대학원,사립,충남,기존,순천향대학교 창의라이프대학원 ,40.0,36,5,31,0,0,32,4,28,0,0
2024.0,특수대학원,사립,서울,기존,숭실대학교 경영대학원 ,111.0,474,68,72,65,269,363,51,50,44,218
2024.0,특수대학원,사립,서울,기존,숭실대학교 교육대학원 ,110.0,136,11,125,0,0,91,5,86,0,0
2024.0,특수대학원,사립,서울,기존,숭실대학교 기독교학대학원 ,60.0,95,40,52,1,2,72,27,42,1,2
2024.0,일반대학원,사립,서울,기존,숭실대학교 대학원 ,563.0,1119,524,314,151,130,720,342,197,110,71
2024.0,특수대학원,사립,서울,기존,숭실대학교 사회복지대학원 ,115.0,166,41,122,1,2,115,30,83,0,2
2024.0,특수대학원,사립,서울,기존,숭실대학교 안전융합대학원 ,70.0,117,91,22,4,0,69,55,10,4,0
2024.0,특수대학원,사립,서울,기존,숭실대학교 정보과학대학원 ,70.0,172,90,35,32,15,76,51,22,1,2
2024.0,특수대학원,사립,서울,기존,숭실대학교 중소기업대학원 ,50.0,63,28,20,8,7,63,28,20,8,7
2024.0,특수대학원,사립,경북,기존,신경주대학교 문화관광복지대학원 ,35.0,24,12,12,0,0,19,11,8,0,0
2024.0,일반대학원,사립,경북,기존,신경주대학교 일반대학원 ,52.0,44,27,17,0,0,38,23,15,0,0
2024.0,특수대학원,사립,부산,기존,신라대학교 교육대학원 ,63.0,224,32,182,2,8,62,13,40,1,8
2024.0,일반대학원,사립,부산,기존,신라대학교 대학원 ,123.0,380,50,101,109,120,297,42,83,85,87
2024.0,특수대학원,사립,부산,기존,신라대학교 사회복지대학원 ,25.0,31,3,28,0,0,23,3,20,0,0
2024.0,특수대학원,사립,부산,기존,신라대학교 산업융합대학원 ,32.0,40,20,14,1,5,31,17,8,1,5
2024.0,특수대학원,사립,부산,기존,신라대학교 상담치료대학원 ,25.0,40,0,39,0,1,26,0,25,0,1
2024.0,일반대학원,사립,경기,기존,신한대학교 일반대학원 ,119.0,526,69,78,136,243,443,58,59,111,215
2024.0,특수대학원,사립,경기,폐교,신한대학교 지식복지대학원 ,0.0,4,0,4,0,0,2,0,2,0,0
2024.0,특수대학원,사립,경기,신설,신한대학교 폴리마테스대학원 ,25.0,24,14,10,0,0,22,14,8,0,0
2024.0,특수대학원,사립,경기,기존,아신대학교 교육대학원 ,25.0,27,2,25,0,0,21,2,19,0,0
2024.0,특수대학원,사립,경기,기존,아신대학교 다문화교육복지대학원 ,17.0,13,4,9,0,0,8,2,6,0,0
2024.0,일반대학원,사립,경기,기존,아신대학교 대학원 ,63.0,52,24,17,6,5,44,21,16,4,3
2024.0,특수대학원,사립,경기,기존,아신대학교 상담대학원 ,40.0,34,3,31,0,0,29,3,26,0,0
2024.0,특수대학원,사립,경기,기존,아신대학교 선교대학원 ,40.0,23,14,8,0,1,18,10,7,0,1
2024.0,특수대학원,사립,경기,기존,아신대학교 신학대학원 ,100.0,93,46,36,5,6,80,41,30,4,5
2024.0,특수대학원,사립,경기,기존,아주대학교 IT융합대학원 ,39.0,55,46,9,0,0,43,36,7,0,0
2024.0,특수대학원,사립,경기,기존,아주대학교 경영대학원 ,275.0,291,200,91,0,0,238,165,73,0,0
2024.0,특수대학원,사립,경기,기존,아주대학교 공공정책대학원 ,143.0,203,107,70,12,14,172,88,58,12,14
2024.0,특수대학원,사립,경기,기존,아주대학교 공학대학원 ,103.0,127,102,25,0,0,92,73,19,0,0
2024.0,특수대학원,사립,경기,기존,아주대학교 교육대학원 ,268.0,787,117,670,0,0,247,39,208,0,0
2024.0,특수대학원,사립,경기,폐교,아주대학교 교통ITS대학원 ,50.0,65,52,13,0,0,65,52,13,0,0
2024.0,특수대학원,사립,경기,기존,아주대학교 국제대학원 ,6.0,401,0,0,258,143,121,0,0,64,57
2024.0,특수대학원,사립,경기,기존,아주대학교 글로벌제약임상대학원 ,23.0,28,7,21,0,0,21,6,15,0,0
2024.0,일반대학원,사립,경기,기존,아주대학교 대학원 ,740.0,1193,549,535,56,53,747,390,285,37,35
2024.0,전문대학원,사립,경기,기존,아주대학교 법학전문대학원 ,60.0,429,173,256,0,0,55,27,28,0,0
2024.0,특수대학원,사립,경기,기존,아주대학교 보건대학원 ,40.0,48,8,40,0,0,37,6,31,0,0
2024.0,특수대학원,사립,경기,기존,아주대학교 임상치의학대학원 ,15.0,20,9,10,1,0,18,8,9,1,0
2024.0,특수대학원,사립,경기,기존,아주대학교 정보통신대학원 ,183.0,331,181,61,80,9,293,117,30,128,18
2024.0,특수대학원,사립,경기,기존,안양대학교 경영행정대학원 ,55.0,25,5,20,0,0,24,5,19,0,0
2024.0,특수대학원,사립,인천,기존,안양대학교 경영행정대학원 _제2캠퍼스,10.0,3,0,3,0,0,3,0,3,0,0
2024.0,특수대학원,사립,경기,기존,안양대학교 교육대학원 ,80.0,75,14,59,1,1,51,9,41,1,0
2024.0,특수대학원,사립,경기,기존,안양대학교 글로벌대학원 ,70.0,53,19,7,13,14,43,19,5,9,10
2024.0,특수대학원,사립,경기,기존,안양대학교 대신신학대학원 ,30.0,17,12,4,1,0,11,9,1,1,0
2024.0,일반대학원,사립,경기,기존,안양대학교 대학원 ,63.0,71,30,28,7,6,55,22,20,7,6
2024.0,특수대학원,사립,서울,기존,연세대학교 간호대학원 ,50.0,221,19,202,0,0,50,4,46,0,0
2024.0,전문대학원,사립,서울,기존,연세대학교 경영전문대학원 ,257.0,882,432,232,135,83,395,157,79,108,51
2024.0,특수대학원,사립,서울,기존,연세대학교 경제대학원 ,105.0,309,186,122,0,1,107,69,37,0,1
2024.0,특수대학원,사립,서울,기존,연세대학교 공학대학원 ,236.0,746,537,182,25,2,258,171,62,23,2
2024.0,특수대학원,사립,서울,기존,연세대학교 교육대학원 ,386.0,1572,304,1267,0,1,400,79,321,0,0
2024.0,전문대학원,사립,서울,기존,연세대학교 국제학대학원 ,77.0,680,32,59,158,431,285,9,29,57,190
2024.0,일반대학원,사립,서울,기존,연세대학교 대학원 ,2525.0,7663,2727,3211,582,1143,2752,1187,1145,195,225
2024.0,특수대학원,사립,서울,기존,연세대학교 법무대학원 ,126.0,254,140,114,0,0,128,68,60,0,0
2024.0,전문대학원,사립,서울,기존,연세대학교 법학전문대학원 ,130.0,377,199,178,0,0,130,69,61,0,0
2024.0,특수대학원,사립,서울,기존,연세대학교 보건대학원 ,120.0,561,95,301,88,77,179,38,81,26,34
2024.0,전문대학원,사립,서울,기존,연세대학교 사회복지대학원 ,53.0,93,24,69,0,0,47,9,38,0,0
2024.0,특수대학원,사립,서울,기존,연세대학교 생활환경대학원 ,72.0,243,49,194,0,0,78,27,51,0,0
2024.0,특수대학원,사립,서울,기존,연세대학교 언론홍보대학원 ,105.0,278,104,172,2,0,108,42,65,1,0
2024.0,전문대학원,사립,서울,기존,연세대학교 연합신학대학원 ,51.0,376,93,144,112,27,55,14,29,6,6
2024.0,전문대학원,사립,서울,기존,연세대학교 정보대학원 ,62.0,319,106,94,90,29,162,33,31,76,22
2024.0,전문대학원,사립,서울,기존,연세대학교 커뮤니케이션대학원 ,51.0,243,73,140,3,27,56,18,33,2,3
2024.0,특수대학원,사립,서울,기존,연세대학교 행정대학원 ,164.0,266,117,139,9,1,151,67,77,6,1
2024.0,일반대학원,사립,강원,기존,연세대학교(미래) 대학원 _분교,250.0,492,179,133,77,103,305,134,94,35,42
2024.0,특수대학원,사립,강원,기존,연세대학교(미래) 보건과학대학원 _분교,47.0,98,32,42,12,12,67,27,25,5,10
2024.0,특수대학원,사립,강원,기존,연세대학교(미래) 정경대학원 _분교,88.0,394,54,23,142,175,194,42,21,50,81
2024.0,특수대학원,사립,대구,기존,영남대학교 경영행정대학원 ,153.0,74,45,29,0,0,61,41,20,0,0
2024.0,특수대학원,사립,경북,기존,영남대학교 공학대학원 ,45.0,58,50,4,4,0,47,40,3,4,0
2024.0,특수대학원,사립,경북,기존,영남대학교 교육대학원 ,120.0,192,45,147,0,0,109,28,81,0,0
2024.0,특수대학원,사립,대구,기존,영남대학교 문화예술디자인대학원 ,25.0,15,6,9,0,0,13,5,8,0,0
2024.0,특수대학원,사립,경북,기존,영남대학교 박정희새마을대학원 ,20.0,208,0,0,102,106,51,0,0,29,22
2024.0,전문대학원,사립,경북,기존,영남대학교 법학전문대학원 ,76.0,872,353,519,0,0,77,26,51,0,0
2024.0,일반대학원,사립,경북,기존,영남대학교 일반대학원 ,834.0,1097,260,323,267,247,678,205,234,96,143
2024.0,특수대학원,사립,대구,기존,영남대학교 환경보건대학원 ,101.0,86,20,66,0,0,74,15,59,0,0
2024.0,일반대학원,사립,경북,기존,영남신학대학교 대학원 ,29.0,32,14,18,0,0,32,14,18,0,0
2024.0,특수대학원,사립,경북,기존,영남신학대학교 미래목회대학원 ,4.0,3,1,2,0,0,3,1,2,0,0
2024.0,특수대학원,사립,경북,기존,영남신학대학교 사회복지대학원 ,2.0,3,2,1,0,0,3,2,1,0,0
2024.0,특수대학원,사립,경북,기존,영남신학대학교 상담대학원 ,9.0,11,0,11,0,0,11,0,11,0,0
2024.0,특수대학원,사립,경북,기존,영남신학대학교 성서신학대학원 ,3.0,4,0,4,0,0,4,0,4,0,0
2024.0,특수대학원,사립,경북,기존,영남신학대학교 신학대학원 ,68.0,64,25,39,0,0,64,25,39,0,0
2024.0,특수대학원,사립,경북,기존,영남신학대학교 통일선교대학원 ,3.0,1,0,1,0,0,1,0,1,0,0
2024.0,특수대학원,사립,경남,신설,영산대학교(양산) 기술창업대학원 _제2캠퍼스,8.0,6,4,2,0,0,5,4,1,0,0
2024.0,일반대학원,사립,경남,신설,영산대학교(양산) 일반대학원 _제2캠퍼스,9.0,17,4,6,4,3,14,4,5,2,3
2024.0,특수대학원,사립,부산,신설,영산대학교(해운대) 관광대학원 ,10.0,59,7,0,40,12,31,6,0,19,6
2024.0,특수대학원,사립,부산,신설,영산대학교(해운대) 미용・예술대학원 ,17.0,31,1,25,2,3,19,1,16,1,1
2024.0,특수대학원,사립,부산,신설,영산대학교(해운대) 부동산대학원 ,19.0,22,10,12,0,0,19,8,11,0,0
2024.0,특수대학원,사립,부산,신설,영산대학교(해운대) 사회과학대학원 ,24.0,66,14,17,27,8,35,9,15,5,6
2024.0,일반대학원,사립,부산,신설,영산대학교(해운대) 일반대학원 ,28.0,41,15,18,4,4,32,12,14,2,4
2024.0,일반대학원,사립,전북,기존,예수대학교 일반대학원 ,10.0,7,0,7,0,0,6,0,6,0,0
2024.0,특수대학원,사립,전북,기존,예원예술대학교 문화예술대학원 ,20.0,23,10,11,2,0,18,8,10,0,0
2024.0,특수대학원,사립,경기,기존,예원예술대학교 문화예술대학원 _제2캠퍼스,50.0,340,19,33,208,80,200,19,26,118,37
2024.0,특수대학원,사립,전북,폐교,예원예술대학교 사회복지대학원 ,15.0,26,12,14,0,0,21,8,13,0,0
2024.0,특수대학원,사립,경기,기존,용인대학교 경영대학원 ,25.0,8,4,4,0,0,6,4,2,0,0
2024.0,특수대학원,사립,경기,기존,용인대학교 교육대학원 ,127.0,153,95,58,0,0,95,63,32,0,0
2024.0,특수대학원,사립,경기,기존,용인대학교 문화예술대학원 ,33.0,26,5,21,0,0,19,4,15,0,0
2024.0,특수대학원,사립,경기,기존,용인대학교 스포츠과학대학원 ,30.0,38,30,7,1,0,25,21,3,1,0
2024.0,일반대학원,사립,경기,기존,용인대학교 일반대학원 ,84.0,80,45,31,2,2,57,31,22,1,3
2024.0,특수대학원,사립,경기,기존,용인대학교 재활복지대학원 ,35.0,65,25,40,0,0,28,13,15,0,0
2024.0,특수대학원,사립,경기,기존,용인대학교 태권도대학원 ,25.0,20,15,5,0,0,19,14,5,0,0
2024.0,특수대학원,사립,전북,기존,우석대학교 경영문화대학원 ,33.0,36,10,22,0,4,30,10,16,0,4
2024.0,특수대학원,사립,전북,기존,우석대학교 교육대학원 ,60.0,187,34,153,0,0,58,11,47,0,0
2024.0,특수대학원,사립,전북,기존,우석대학교 국방정책대학원 ,28.0,18,14,3,1,0,17,13,3,1,0
2024.0,일반대학원,사립,전북,기존,우석대학교 일반대학원 ,128.0,382,74,126,99,83,261,54,64,76,67
2024.0,특수대학원,사립,대전,기존,우송대학교 Culture-Technology융합대학원 ,7.0,38,1,1,17,19,25,1,1,10,13
2024.0,특수대학원,사립,대전,기존,우송대학교 경영대학원 ,8.0,61,3,2,13,43,59,3,2,12,42
2024.0,특수대학원,사립,대전,기존,우송대학교 글로벌외식조리대학원 ,7.0,3,2,1,0,0,2,1,1,0,0
2024.0,특수대학원,사립,대전,기존,우송대학교 보건복지대학원 ,23.0,36,14,18,0,4,30,13,15,0,2
2024.0,일반대학원,사립,대전,기존,우송대학교 일반대학원 ,36.0,467,26,9,204,228,276,23,9,119,125
2024.0,특수대학원,사립,대전,기존,우송대학교 철도융합대학원 ,23.0,22,19,1,2,0,21,18,1,2,0
2024.0,전문대학원,특별법법인,울산,기존,울산과학기술원 기술경영전문대학원 ,52.0,105,76,29,0,0,58,41,17,0,0
2024.0,특수대학원,특별법법인,울산,기존,울산과학기술원 융합경영대학원 ,0.0,23,15,8,0,0,17,11,6,0,0
